genes,reaction,Organism,geneKO,maxATPafterKO,growthAcrossCond,closeness,degree,betweenness,pagerank,reversible,rawVmin,rawVmax,PFBAflux,kcat,MW,Target,Acetyl,Phos
YER099C,"r_0916",2,0.999999999998741,0.999999999992705,1,0.826613731281206,0.761834319526627,0.0308847014060724,0.570795399328089,0,0.680180123294654,1,0.272787821279869,0.876686297449546,0.118841261038382,0,0,0
YER119C,"r_1189",2,0.999999999998741,0.999999999992705,1,0.80211763465796,0.64792899408284,0.00289943760089039,0.438675880982649,0,0.679889307134429,0.319971093186953,0,0.943045699343217,0.171558569261034,0,0,0
YER119C,"r_1195",2,0.999999999998741,0.999999999992705,1,0.806340338865322,0.674556213017751,0.0147987706604605,0.504601493794444,0,0.679889307134429,0.319971093186953,0,1.92420095586208,0.171558569261034,0,0,0
YER141W,"r_0530",2,0.999999999998741,0.999999999992705,1,0.483418885369151,0.150887573964497,0.00233829639616758,0.335985171515406,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.171558569261034,1,1,0
YER152C,"r_0018",2,0.999999999998741,0.999999999992705,1,0.481113014607045,0.0784023668639053,0.000702178058565424,0.149885740539781,1,0.680162834312634,0.320244717018052,0.256570621611599,0.876686297449546,0.176663703634359,0,0,0
YER174C,"r_0481",2,0.999999999998741,0.999999999992705,1,0.803075349312339,0.662721893491124,0.0283554283255099,0.496994148818797,0,0.679889307134429,0.319971376619445,0,0.876686297449546,0.0902851402548862,-1,0,1
YER175C,"r_0059",2,0.999999999998741,0.999999999992705,1,0.482689796159291,0.0266272189349112,5.96725388422598e-05,0.0526310524871343,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.118853983870041,0,0,0
YER175C,"r_1046",2,0.999999999998741,0.999999999992705,1,0.481476534169924,0.0251479289940828,0.00159037561409816,0.0694353271011625,0,0.679889307134429,0.319971093186953,0,1.33911071296541,0.118853983870041,0,0,0
YER178W,"r_0961",2,0.999999999998741,0.999999999993748,1,0.449470726483427,0.10207100591716,0.00365246625184296,0.264447770255448,0,0.679889307134429,0.320645248813272,0.631965594534541,0.876686297449546,0.164305475345214,1,1,0
YFL001W,"r_1095",2,0.999999999998741,0.999999999992705,1,0.787327086597291,0.409763313609467,0.00978033238973748,0.317104714515147,1,0.679889307134429,0.319971093186953,0,1.62147015409304,0.182154940607348,0,0,0
YFL011W,"r_1134",2,0.999999999998741,0.999999999992705,1,0.800587718168153,0.644970414201183,0.0167459851429695,0.447643077398171,0,0.679889307134429,0.319971093186953,0,0.687138893758726,0.171558569261034,0,0,0
YFL011W,"r_1135",2,0.999999999998741,0.999999999992705,1,0.80039668827388,0.643491124260355,0.000820589061410993,0.430934660083008,0,0.679889307134429,0.319971093186953,0,1.39176998824936,0.171558569261034,0,0,0
YFL011W,"r_1139",2,0.999999999998741,0.999999999992705,1,0.80039668827388,0.643491124260355,0.000820589061410993,0.430934660083008,0,0.679889307134429,0.319971093186953,0,1.11455220524529,0.171558569261034,0,0,0
YFL011W,"r_1166",2,0.999999999998741,0.999999999992705,1,0.431556296556286,0.00887573964497041,0.000170606790643357,0.0605184893326582,0,0.686688152976724,0.326771382255084,6.37737030540372,1.96311756829683,0.171558569261034,0,0,0
YFL017C,"r_0760",2,0.999999999998741,0.999999999992705,1,0.884733125107494,0.674556213017751,0.135928666658229,0.607839905507368,1,0.679889307134429,0.319971093186953,0,0.876686297449546,0.0535383824466704,1,1,0
YFL018C,"r_0501",2,0.981399313793569,0.999999999993558,1,0.426993470366215,0.0798816568047337,0.00218511728710125,0.189194215433573,0,0.679889307134429,0.321003189691399,0,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0504",2,0.981399313793569,0.999999999993558,1,0.51559482564102,0.153846153846154,0.00523537280479311,0.297998087830968,0,0.679889307134429,0.321003189691915,0,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0505",2,0.981399313793569,0.999999999993558,1,0.514572276375535,0.156804733727811,0.00558904318278534,0.300645264735255,0,0.679889307134429,0.321003189692231,0,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0506",2,0.981399313793569,0.999999999993558,1,0.515466917795173,0.152366863905325,0.00211246210031748,0.289644955168149,0,0.679889307134429,0.321003189691907,0.48348704625163,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0507",2,0.981399313793569,0.999999999993558,1,0.515083347211712,0.152366863905325,0.0127458429947425,0.302081796546862,0,0.679889307134429,0.321003189691907,0.48348704625163,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0508",2,0.981399313793569,0.999999999993558,1,0.514316893652648,0.153846153846154,0.00104536959151221,0.286098958285039,0,0.679889307134429,0.321003189691907,0.48348704625163,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0509",2,0.981399313793569,0.999999999993558,1,0.246325908636486,0.0177514792899408,0.000195485916743291,0.0575292634752031,0,0.679889307134429,0.321003189691915,0,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0831",2,0.981399313793569,0.999999999993558,1,0.294515354406875,0.0340236686390533,0.00195391412436641,0.109824005992945,0,0.679889307134429,0.319971660051837,0,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0832",2,0.981399313793569,0.999999999993558,1,0.519572657320544,0.164201183431953,0.017586476906539,0.35821708605909,0,0.679889307134429,0.319971660051837,0,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_0961",2,0.981399313793569,0.999999999993558,1,0.449470726483427,0.10207100591716,0.00365246625184296,0.264447770255448,0,0.679889307134429,0.320645248813272,0.631965594534541,0.876686297449546,0.194411189903224,1,1,0
YFL018C,"r_1030",2,0.981399313793569,0.999999999993558,1,0.547048319899606,0.220414201183432,0.0136742716826658,0.451804501599127,0,0.679889307134429,1,0,0.876686297449546,0.194411189903224,1,1,0
YFL022C,"r_0852",2,0,0.99999999999318,0,0.625442083653321,0.298816568047337,0.00885292410863971,0.276640550543872,0,0.680017278095861,0.320099091313435,0.120037757630464,0.876686297449546,0.208160604859124,1,1,0
YFL030W,"r_0156",2,0.999999999998755,0.999999999993558,1,0.508091642384138,0.0591715976331361,0.00147623653936521,0.143955201236944,0,0.679889307134429,0.319971660052048,0,0.876686297449546,0.146886897835544,0,0,0
YFL045C,"r_0902",2,0,0.999999999993558,0,0.371594341166577,0.0029585798816568,8.54370990842555e-06,0.0102077097492878,1,0.679116753889688,0.319198455903598,-0.724646965342882,0.876686297449546,0.0964497841418464,1,1,0
YFL053W,"r_0354",2,0.999999999998741,0.999999999992705,1,0.827206293695466,0.751479289940828,0.0658233093949302,0.601767216206982,0,0.681815435341741,1,3.07118605020964,0.876686297449546,0.226314986133095,0,0,0
YFL055W,"r_1190",2,0.999999999998741,0.999999999992705,1,0.803267032499215,0.653846153846154,0.0131290130620743,0.460001984474956,1,0.679889212676328,0.909072242993617,0,1.22441620996409,0.171558569261034,0,0,0
YFL055W,"r_1196",2,0.999999999998741,0.999999999992705,1,0.807303214812199,0.678994082840237,0.0161553722910515,0.511725101886533,1,0.679889244162363,0.319971093186953,0,1.22441620996409,0.171558569261034,0,0,0
YFL055W,"r_1217",2,0.999999999998741,0.999999999992705,1,0.802500580332154,0.658284023668639,0.0100080976032432,0.463172497879584,1,0.679889193784691,0.319971093186953,0,1.76582678899607,0.171558569261034,0,0,0
YFR015C,"r_0510",2,0.999999999998741,0.999999999992705,1,0.939517933097895,0.846153846153846,0.0426900788632247,0.620238534563252,0,0.680384848161331,1,0.464821339293469,0.876686297449546,0.298471269313327,-1,0,1
YFR019W,"r_2876",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0291625067415569,0.471571165969847,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR019W,"r_2877",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0291625067415569,0.471571165969847,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR019W,"r_2878",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0290892051819502,0.471510853299036,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR019W,"r_2879",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0291625067415569,0.471571165969847,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR019W,"r_2880",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0291625067415569,0.471571165969847,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR019W,"r_2881",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0291625067415569,0.471571165969847,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR019W,"r_2882",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0290892051819502,0.471510853299036,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR019W,"r_2883",2,0.999999999998734,0.999999999993748,1,0.430551717125591,0.0798816568047337,0.0291625067415569,0.471571165969847,0,0.679889307134429,1,0,0.876686297449546,0.993152328539326,-1,0,1
YFR030W,"r_1027",2,0,0.999999999993748,0.0229885057471264,0.940650709884218,0.853550295857988,0.0381238369537061,0.616869007071351,0,0.679944069913294,0.320025930195096,0.0513679127126631,0.876686297449546,0.433230520549553,0,0,0
YFR033C,"r_0439",2,0.999999999998741,0.999999999993735,0.793103448275862,0.881346376844123,0.766272189349112,0.142929251292569,0.701924613828765,0,0.679889307134429,0.31997166005199,0,0.876686297449546,0.0500913982309531,0,0,0
YFR047C,"r_0786",2,0.999999999998741,0.999999999993748,1,0.825232796631268,0.723372781065089,0.0524678696491722,0.549841897769862,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.109416666414697,0,0,0
YFR047C,"r_0787",2,0.999999999998741,0.999999999993748,1,0.525131301658374,0.183431952662722,0.0208780947630624,0.428687933788898,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.109416666414697,0,0,0
YFR053C,"r_0533",2,0.999999999998741,0.999999999992705,1,0.825429926517476,0.751479289940828,0.0225612626687323,0.561256154074767,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.193345063731766,1,1,0
YFR053C,"r_0534",2,0.999999999998741,0.999999999992705,1,0.82602160905198,0.751479289940828,0.05398719718902,0.593542549887318,0,0.686688152976731,1,6.37737030540372,0.876686297449546,0.193345063731766,1,1,0
YFR053C,"r_0535",2,0.999999999998741,0.999999999992705,1,0.824051041112156,0.742603550295858,0.0274315646859973,0.549482160331133,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.193345063731766,1,1,0
YGL001C,"r_0234",2,0,0.999999999993748,0,0.806532819851363,0.671597633136095,0.00786694121314844,0.470739466248077,0,0.679895769715767,0.319977563062235,0.00606195158399699,0.876686297449546,0.134317918196041,0,0,0
YGL001C,"r_0235",2,0,0.999999999993748,0,0.806725347921772,0.673076923076923,0.00930161637572078,0.475323601869406,0,0.679895769715767,0.319977563062235,0.00606195158399699,0.876686297449546,0.134317918196041,0,0,0
YGL008C,"r_0227",2,0.999999999998741,0.999999999992705,1,0.880712906594131,0.727810650887574,0.037433586290306,0.549157322349829,0,0.679889307134429,1,0,0.876686297449546,0.373508959720418,-1,1,1
YGL009C,"r_0023",2,0,0.999999999993937,0.0114942528735632,0.786013347744731,0.399408284023669,0.0146564750520952,0.33551363174449,1,0.679605991126111,0.319687759496545,-0.265714647958997,0.876686297449546,0.319221461657803,0,0,0
YGL009C,"r_0060",2,0,0.999999999993937,0.0114942528735632,0.786200888791536,0.399408284023669,0.002248254220357,0.294856997166103,1,0.679605991126111,0.319687759496545,-0.265714647958997,0.876686297449546,0.319221461657803,0,0,0
YGL012W,"r_0244",2,0,0.999999999993748,0,0.406080051052283,0.0369822485207101,0.0142790322043311,0.251091443740304,0,0.679895435213627,0.319977228250322,0.00574818597405926,0.876686297449546,0.202380826629861,0,0,0
YGL026C,"r_1055",2,0,0.941176470582407,0.0114942528735632,0.798107954486517,0.42603550295858,0.0362025808860166,0.388302232008689,0,0.679916449593762,0.319998524651842,0.0254598380635189,1.11455220524529,0.283218989501661,1,1,0
YGL037C,"r_0781",2,0.999999999998741,0.999999999992705,1,0.788454918152271,0.412721893491124,0.0286010072199951,0.349948066747561,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.0804699075776596,1,1,0
YGL040C,"r_0935",2,0.999999999998741,0.999999999992705,1,0.938386657672461,0.838757396449704,0.0336406780448059,0.59750051141129,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.130524550961597,0,0,0
YGL055W,"r_2182",2,0,0.999999999993558,0.0229885057471264,0.673961384437713,0.275147928994083,0.0984646660698683,0.774710816916939,0,0.679896039387147,0.319978488164303,0.00640350786224349,2.15680445520709,0.211661543305397,-1,0,1
YGL055W,"r_2183",2,0,0.999999999993558,0.0229885057471264,0.673799958002301,0.27810650887574,0.100451817668004,0.782785872371275,0,0.679889307134429,0.319971234903157,0,1.73910590878024,0.211661543305397,-1,0,1
YGL062W,"r_0958",2,0.999999999998741,0.999999999992705,1,0.875662612942721,0.88905325443787,0.0610245535681326,0.703845093012372,0,0.683012654789216,1,2.92990160947859,0.876686297449546,0.493197192228125,0,0,0
YGL067W,"r_0764",2,0.999999999998741,0.999999999994317,1,0.461792314401179,0.0961538461538461,0.00562855727188908,0.471860920132766,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.153205629350379,0,0,0
YGL077C,"r_1125",2,0.999999999998741,0.999999999992705,1,0.800587718168153,0.644970414201183,0.00618469195397797,0.43751942587795,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.171558569261034,-1,0,1
YGL080W,"r_2034",2,0.999999999998741,0.999999999993748,1,0.883249712427876,0.77810650887574,0.206203891117185,0.742534100383649,0,0.679889307134429,0.32174808983527,1.66622669220643,1.05161807230076,0.171558569261034,0,0,0
YGL084C,"r_1171",2,0.999999999998741,0.999999999992705,1,0.80096991763246,0.64792899408284,0.00910942044645714,0.449719677679045,0,0.679889307134429,0.320068597360973,0,0.976844604671884,0.171558569261034,0,0,0
YGL119W,"r_0021",2,0.999999999998762,0.999999999993558,1,0.513423854735177,0.144970414201183,0.00269891630930647,0.272183971385589,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.205138029176045,1,1,0
YGL119W,"r_0022",2,0.999999999998762,0.999999999993558,1,0.471735217911277,0.121301775147929,0.000555449649715903,0.274259889861474,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.205138029176045,1,1,0
YGL119W,"r_0532",2,0.999999999998762,0.999999999993558,1,0.536922496418559,0.149408284023669,0.00539914112563928,0.288612654904936,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.205138029176045,1,1,0
YGL119W,"r_0963",2,0.999999999998762,0.999999999993558,1,0.551629364291183,0.230769230769231,0.0147453297648918,0.471930966163465,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.205138029176045,1,1,0
YGL119W,"r_0985",2,0.999999999998762,0.999999999993558,1,0.513551355535277,0.144970414201183,0.0178276789767458,0.298742053321384,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.205138029176045,1,1,0
YGL125W,"r_0080",2,0.999999999998741,0.999999999992705,1,0.802309084141864,0.658284023668639,0.00419151284973562,0.451959084495846,0,0.679952467828441,0.320034347830284,0.0592452224684427,0.876686297449546,0.251547070805582,0,0,0
YGL142C,"r_0522",2,0.999999999998741,0.999999999992705,1,0.196002700159127,0.00591715976331361,0.0299086399204895,0.190698316159998,1,0.679889307134429,0.319971093186953,0,0.876686297449546,0.267275435836502,0,0,0
YGL148W,"r_0279",2,0,0.999999999993748,0,0.626649205635588,0.24112426035503,0.0043469225989789,0.198882236725967,0,0.680141904035895,0.320223782443752,0.23693785916155,0.876686297449546,0.142689698499911,1,1,0
YGL154C,"r_0678",2,0,0.999999999993748,0,0.940650709884218,0.853550295857988,0.0240425864312703,0.6039178416826,0,0.680162834312634,0.320244717018052,0.25657062161194,0.876686297449546,0.102812574351502,0,0,0
YGL184C,"r_0308",2,0.999999999998734,0.999999999993748,1,0.803075349312339,0.437869822485207,0.0181044599890472,0.361476627887714,0,0.679889307134429,1,0,0.876686297449546,0.185845347148548,0,0,0
YGL186C,"r_1108",2,0.999999999998741,0.999999999992705,1,0.801734875740972,0.652366863905325,0.00827637176747761,0.445905921266971,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.171558569261034,0,0,0
YGL186C,"r_1133",2,0.999999999998741,0.999999999992705,1,0.800587718168153,0.644970414201183,0.000858533391793456,0.432043378665282,0,0.679889307134429,0.319971093186953,0,1.41319175093007,0.171558569261034,0,0,0
YGL186C,"r_1176",2,0.999999999998741,0.999999999992705,1,0.801543566273749,0.650887573964497,0.00843472420806879,0.446416215596059,1,0.679889165447288,0.319971093186953,0,1.42053828370323,0.171558569261034,0,0,0
YGL186C,"r_1253",2,0.999999999998741,0.999999999992705,1,0.800778794615337,0.644970414201183,0.00170407559514052,0.434471742309954,1,0.679889307134429,0.319971093186953,0,1.23079715571661,0.171558569261034,0,0,0
YGL187C,"r_0438",2,0.999999999998741,0.999999999993748,0.770114942528736,0.899499266387161,0.838757396449704,0.78210850194908,0.86852523989993,0,0.679889307134429,0.31997137661941,0,0.876686297449546,0.0496420937869819,1,1,0
YGL202W,"r_0018",2,0.999999999998741,0.952380952374934,1,0.481113014607045,0.0784023668639053,0.000702178058565424,0.149885740539781,1,0.680162834312634,0.320244717018052,0.256570621611599,0.876686297449546,0.202924256467312,-1,1,1
YGL202W,"r_0851",2,0.999999999998741,0.952380952374934,1,0.481961556291292,0.0857988165680473,0.00125412722773326,0.166766246049367,1,0,0.320068597360973,-0.531339648600536,0.876686297449546,0.202924256467312,-1,1,1
YGL202W,"r_1056",2,0.999999999998741,0.952380952374934,1,0.482325570150344,0.0857988165680473,0.00126944589172092,0.165029037177496,0,0.679889307134429,0.319971118953543,0,0.927220199783776,0.202924256467312,-1,1,1
YGL202W,"r_1063",2,0.999999999998741,0.952380952374934,1,0.482082870683542,0.0902366863905325,0.00170874029698368,0.178885166703876,1,0,0.320068597360973,0.0914402634674571,1.67682315916575,0.202924256467312,-1,1,1
YGL205W,"r_0120",2,0.99998793446884,0.999999999993558,0.908045977011494,0.204370262581906,0.0355029585798817,0.00202583790914381,0.273627733464071,0,0.679889307134429,0.319971174167705,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_0121",2,0.99998793446884,0.999999999993558,0.908045977011494,0.455368058353137,0.0384615384615385,0.038912215354937,0.301742495701309,0,0.679889307134429,0.319971174167645,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_0122",2,0.99998793446884,0.999999999993558,0.908045977011494,0.451199323316634,0.0310650887573964,0.0092338149493231,0.227379624180407,0,0.679889307134429,0.319971234903257,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_0123",2,0.99998793446884,0.999999999993558,0.908045977011494,0.459214529616365,0.0355029585798817,0.0101502444115894,0.247980949162447,0,0.679889362325667,0.319971856970761,0.000184673473277637,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_0124",2,0.99998793446884,0.999999999993558,0.908045977011494,0.459097614414469,0.0355029585798817,0.0100359742281348,0.247965341409989,0,0.679889307134429,0.319971660051864,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_0125",2,0.99998793446884,0.999999999993558,0.908045977011494,0.455368058353137,0.0369822485207101,0.0196594601803493,0.273975037965428,0,0.679889307134429,0.319971660051866,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_2236",2,0.99998793446884,0.999999999993558,0.908045977011494,0.200932978422099,0.0325443786982249,0.000372108171004367,0.24096743132411,0,0.679889307134429,0.319971174167672,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2237",2,0.99998793446884,0.999999999993558,0.908045977011494,0.200932978422099,0.0325443786982249,0.000372090132940775,0.240967333826094,0,0.679889307134429,0.319971174167678,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2238",2,0.99998793446884,0.999999999993558,0.908045977011494,0.204296874863207,0.0340236686390533,0.000488913662428703,0.249091313020696,0,0.679889307134429,0.319971174167673,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2239",2,0.99998793446884,0.999999999993558,0.908045977011494,0.452123250925616,0.0325443786982249,0.00898700330824624,0.234381933027448,0,0.679889307134429,0.319971660052098,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2240",2,0.99998793446884,0.999999999993558,0.908045977011494,0.452238840381152,0.0325443786982249,0.00914238040768887,0.234426068117526,0,0.679889307134429,0.319971376619509,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2241",2,0.99998793446884,0.999999999993558,0.908045977011494,0.452354451747304,0.0325443786982249,0.00930458406133363,0.234456062275965,0,0.679889307134429,0.319971282141947,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2242",2,0.99998793446884,0.999999999993558,0.908045977011494,0.460384908564562,0.0340236686390533,0.0106527665571117,0.24091591338595,0,0.679889307134429,0.319971164045076,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2243",2,0.99998793446884,0.999999999993558,0.908045977011494,0.19860657779203,0.0310650887573964,0.000241943550116159,0.233037911157742,0,0.679889307134429,0.319971164045076,0,0.947864802081687,0.312340765810013,0,0,0
YGL205W,"r_2244",2,0.99998793446884,0.999999999993558,0.908045977011494,0.198751650353843,0.0325443786982249,0.00229785730779843,0.275525909707428,0,0.679889307134429,0.319971164045076,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_2245",2,0.99998793446884,0.999999999993558,0.908045977011494,0.461322820798627,0.0340236686390533,0.0109296033598746,0.240911561024505,0,0.679889307134429,0.31997123490314,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_2246",2,0.99998793446884,0.999999999993558,0.908045977011494,0.19860657779203,0.0310650887573964,0.000241943550116159,0.233037911157742,0,0.679889307134429,0.31997123490314,0,0.876686297449546,0.312340765810013,0,0,0
YGL205W,"r_2247",2,0.99998793446884,0.999999999993558,0.908045977011494,0.198751650353843,0.0325443786982249,0.00229814733650613,0.275525909707428,0,0.679889307134429,0.31997123490314,0,0.876686297449546,0.312340765810013,0,0,0
YGL225W,"r_1165",2,0.999999999998741,0.999999999992705,1,0.52383431361228,0.0369822485207101,0.178670175256287,0.166780022685394,0,0.679889307134429,0.319971093186953,0,1.96311756829683,0.171558569261034,0,0,0
YGL234W,"r_0855",2,0,0,0.0919540229885057,0.872312908681129,0.868343195266272,0.0199213029036366,0.626510842192209,0,0.67998391389673,0.320065861090839,0.0887418792221072,0.876686297449546,0.320296030449035,-1,0,1
YGL234W,"r_0914",2,0,0,0.0919540229885057,0.87377672239549,0.878698224852071,0.0290310580965635,0.654521127073071,0,0.67998391389673,0.320065861090839,0.0887418792221072,0.876686297449546,0.320296030449035,-1,0,1
YGL245W,"r_0479",2,0,0.99999999999318,0,0.632716333092155,0.335798816568047,0.0139325446096625,0.33654235669657,0,0.680177743550859,0.320259590831259,0.27055560308345,0.876686297449546,0.299777165886366,1,1,0
YGL248W,"r_0033",2,0.999999999998741,0.999999999992705,1,0.95114322692432,0.878698224852071,0.0301411338704814,0.62759099968407,0,0.679889307134429,1,0,0.876686297449546,0.147314133664106,0,0,0
YGL253W,"r_0533",2,0.999999999998741,0.999999999992705,1,0.825429926517476,0.751479289940828,0.0225612626687323,0.561256154074767,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.194146366518313,1,1,0
YGL253W,"r_0534",2,0.999999999998741,0.999999999992705,1,0.82602160905198,0.751479289940828,0.05398719718902,0.593542549887318,0,0.686688152976731,1,6.37737030540372,0.876686297449546,0.194146366518313,1,1,0
YGL253W,"r_0535",2,0.999999999998741,0.999999999992705,1,0.824051041112156,0.742603550295858,0.0274315646859973,0.549482160331133,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.194146366518313,1,1,0
YGL256W,"r_0165",2,0.999999999998741,0.999999999992705,1,0.515339035446756,0.156804733727811,0.00549897391360997,0.306179312630993,0,0.998336077783413,0.320068597360973,298.712105448892,0.876686297449546,0.143882189091986,0,0,0
YGL256W,"r_0167",2,0.999999999998741,0.999999999992705,1,0.515083347211712,0.156804733727811,0.00969305877919378,0.318521194695701,0,0.679889307134429,0.319971130977949,0,0.876686297449546,0.143882189091986,0,0,0
YGL256W,"r_0170",2,0.999999999998741,0.999999999992705,1,0.515083347211712,0.156804733727811,0.00861400793576384,0.31510535734295,0,0.679889307134429,0.319971121530198,0,0.876686297449546,0.143882189091986,0,0,0
YGL256W,"r_0180",2,0.999999999998741,0.999999999992705,1,0.51495554130985,0.156804733727811,0.00904085945990363,0.314002320055955,0,0.679889307134429,0.319971130977954,0,0.876686297449546,0.143882189091986,0,0,0
YGL256W,"r_0183",2,0.999999999998741,0.999999999992705,1,0.51495554130985,0.156804733727811,0.0090408592551317,0.314002376141101,0,0.679889307134429,0.319971140425692,0,0.876686297449546,0.143882189091986,0,0,0
YGL256W,"r_0187",2,0.999999999998741,0.999999999992705,1,0.51482776087494,0.156804733727811,0.00743210117721772,0.333318766165745,0,0.679889307134429,0.319971117833263,0,0.876686297449546,0.143882189091986,0,0,0
YGR007W,"r_0885",2,0.999999999998741,0.999999999992705,1,0.819928670339481,0.702662721893491,0.0383048361877357,0.507434369374725,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.127078469909855,0,0,0
YGR010W,"r_0784",2,0.999999999998741,0.999999999992705,1,0.37818559242421,0.0562130177514793,0.000963166760088607,0.328654529871455,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.158674994047953,1,1,0
YGR010W,"r_0785",2,0.999999999998741,0.999999999992705,1,0.832161498075224,0.755917159763314,0.0348724458068137,0.565198675146012,0,0.679889307134429,0.319971093186953,0,0.876686297449546,0.158674994047953,1,1,0
YGR019W,"r_0068",2,0.999999999998741,0.999999999993775,0.977011494252874,0.482325570150344,0.0828402366863905,0.000833867097789814,0.154634487676295,0,0.679889307134429,0.319971660052092,0,0.876686297449546,0.190234292123048,0,0,0
YGR020C,"r_1085",2,0.999999999998741,0.999999999993558,1,0.979605807230891,0.97189349112426,0.12943679154269,0.744103544344758,0,0.679889307134429,1,0,0.876686297449546,0.0351859726540011,0,0,0
YGR020C,"r_1086",2,0.999999999998741,0.999999999993558,1,0.971814317743481,0.967455621301775,0.0492011195168486,0.708298204695976,0,0.679889307134429,1,0,0.876686297449546,0.0351859726540011,0,0,0
YGR032W,"r_0005",2,0.999999999998741,0.999999999992705,1,0.80039668827388,0.646449704142012,0.0104375723403965,0.463130036055394,0,0.680973858643259,0.321055874919085,1.01731775473526,0.876686297449546,0.834394596817588,0,0,0
YGR055W,"r_1214",2,0.999999999998741,0.999999999992705,1,0.801352303444617,0.650887573964497,0.00635705061091812,0.448932719233735,1,0.679889269351202,0.319971093186953,0,1.6968875369713,0.171558569261034,0,0,0
YGR060W,"r_0238",2,0,0.999999999993748,0,0.945196890572881,0.868343195266272,0.0485188927320018,0.646566210390977,0,0.679895769715767,0.319977563062235,0.00606195158399699,0.876686297449546,0.125571835326191,0,0,0
YGR060W,"r_0239",2,0,0.999999999993748,0,0.945196890572881,0.868343195266272,0.0485188927320018,0.646566210390977,0,0.679895769715767,0.319977563062235,0.00606195158399699,0.876686297449546,0.125571835326191,0,0,0
YGR060W,"r_0240",2,0,0.999999999993748,0,0.945196890572881,0.868343195266272,0.0485188927320018,0.646566210390977,0,0.679895769715767,0.319977563062235,0.00606195158399699,0.876686297449546,0.125571835326191,0,0,0
