genes,reaction
CYP4F3,P4504F122r
CYP4F8,LNS14DM
CYP4F8,P4504F81r
CYP7A1,P4507A1r
CYP7B1,P4507B11r
CYP7B1,P4507B12r
CYP8B1,P4508B11r
CYP8B1,P4508B13r
CYTB,CYOR_u10m
DAO,DALAOXx
DAO,DARGOp
DAO,DORNOp
DAO,DPROOp
DBT,OIVD1m
DBT,OIVD2m
DBT,OIVD3m
DCT,DCT
DCTD,DCMPDA
DCXR,XYLUR
DDC,3HLYTCL
DDC,3HXKYNDCL
DDC,5HLTDL
DDC,5HXKYNDCL
DDC,HISDC
DDC,LTDCL
DDC,PHYCBOXL
DDC,TYRCBOX
DDOST,DOLASNT_Ler
DDOST,DOLASNT_Uer
DGKA,DAGK_hs
DGKE,DAGK_hs
DGKG,DAGK_hs
DGKI,DAGK_hs
DGKI,DAGKn_hs
DGKQ,DAGK_hs
DLAT,PDHm
DMGDH,DMGDHm
DNMT1,DNAMTSEn
DNMT1,DNAMTn
DPM1,DOLPMT_L
DPM1,DOLPMT_U
DPYD,DURAD
DPYD,DURAD2
DPYSL2,DHPM1
DTYMK,DTMPK
DTYMK,NDP8
DUOX2,H2O2syn
ECH1,C2M26DCOAHLx
ECH1,ECOAH1x
ECH1,T2M26DCOAHLx
ECHDC2,3HBCDm
EHMT1,LYSMTF1n
EHMT1,LYSMTF2n
EHMT1,LYSMTF3n
ELOVL4,FAEL183
ELOVL4,FAEL184
ELOVL4,FAEL204
ELOVL4,FAEL205
ENPP1,DNADDP
ENPP1,FADDP
ENPP1,NNAT
ENPP1,UDPGP
ENPP2,DNADDP
ENPP2,NNAT
ENPP2,UDPGP
ENPP3,DNADDP
ENPP3,NNAT
ENPP3,UDPGP
ENTPD4,NDP7g
ENTPD5,ATPH1e
ENTPD5,ATPH2e
ENTPD6,ATPH1e
ENTPD6,ATPH2e
EPX,PRDX
ESD,SFGTH
ETFA,ETF
ETNK1,ETHAK
ETNK2,ETHAK
EXT1,GLCAT6g
EXT1,GLCAT7g
EXT1,GLCAT8g
EXT1,GLCAT9g
EXT1,GLCNACT2g
EXT1,GLCNACT3g
EXT1,GLCNACT4g
EXT1,GLCNACT5g
EXTL1,GLCNACT2g
EXTL1,GLCNACT3g
EXTL1,GLCNACT4g
EXTL1,GLCNACT5g
EXTL2,GLCNACT1g
EXTL3,GLCNACT1g
EXTL3,GLCNACT2g
EXTL3,GLCNACT3g
EXTL3,GLCNACT4g
EXTL3,GLCNACT5g
FADS1,DESAT20_1
FADS1,DESAT20_2
FADS2,DESAT18_10
FADS2,DESAT18_6
FADS2,DESAT18_7
FADS2,DESAT18_8
FADS2,DESAT18_9
FADS2,DESAT24_1
FAH,FUMAC
FBP1,FBP
FBP1,FBP26
FH,FUM
FH,FUMm
FPGS,FPGS
FPGS,FPGS2
FPGS,FPGS2m
FPGS,FPGS3
FPGS,FPGS3m
FPGS,FPGS4
FPGS,FPGS4m
FPGS,FPGS5
FPGS,FPGS5m
FPGS,FPGS6
FPGS,FPGS6m
FPGS,FPGS7
FPGS,FPGS7m
FPGS,FPGS8
FPGS,FPGS8m
FPGS,FPGS9
FPGS,FPGS9m
FPGS,FPGSm
FPGT,F1PGT
FUCA1,FUCASE2ly
FUCA1,FUCASEly
FUCA2,FUCASE2e
FUCA2,FUCASEe
FUK,FK
FUT1,FUT11g
FUT1,FUT12g
FUT1,FUT14g
FUT1,FUT15g
FUT1,FUT16g
FUT1,FUT17g
FUT1,FUT18g
FUT3,FUT31g
FUT3,FUT32g
FUT3,FUT33g
FUT3,FUT34g
FUT3,FUT35g
FUT9,FUT910g
FUT9,FUT911g
FUT9,FUT91g
FUT9,FUT92g
FUT9,FUT93g
FUT9,FUT94g
FUT9,FUT95g
FUT9,FUT96g
FUT9,FUT97g
FUT9,FUT98g
FUT9,FUT99g
G6PC,CBPPer
G6PC,PPAer
G6PD,G6PDH2r
GAD2,3SALACBOXL
GAD2,GLUDC
GAD2,LCYSTCBOXL
GAL3ST1,GAL3ST11
GAL3ST1,GAL3ST12
GALC,GALC
GALK1,GALK
GALNS,GALASE10ly
GALNS,GALASE11ly
GALNS,GALASE12ly
GALNS,GALASE13ly
GALNS,GALASE14ly
GALNS,GALASE15ly
GALNS,GALASE16ly
GALNS,GALASE17ly
GALNS,GALASE18ly
GALNS,GALASE19ly
GALNS,GALASE1ly
GALNS,GALASE20ly
GALNS,GALASE3ly
GALNS,GALASE4ly
GALNS,GALASE5ly
GALNS,GALASE6ly
GALNS,GALASE7ly
GALNS,GALASE8ly
GALNS,GALASE9ly
GALNS,GLB1
GALNS,LACZly
GALNS,S6TASE10ly
GALNS,S6TASE22ly
GALNS,S6TASE25ly
GALNS,S6TASE4ly
GALNS,S6TASE5ly
GALNS,S6TASE6ly
GALNS,S6TASE7ly
GALNS,S6TASE8ly
GALNS,S6TASE9ly
GALNS,SIAASE2ly
GALNS,SIAASE3ly
GALNS,SIAASE4ly
GALNS,SIAASEly
GALNT1,GALNTg
GALNT11,GALNTg
GALNT12,GALNTg
GALNT13,GALNTg
GALNT14,GALNTg
GALNT2,GALNTg
GALNT3,GALNTg
GALNT4,GALNTg
GALNT5,GALNTg
GALNT6,GALNTg
GALNT7,GALNTg
GALNT8,GALNTg
GALNT9,GALNTg
GALNTL2,GALNTg
GBA3,BDG2HCGHD
GBGT1,GBGT1
GCH1,GTPCI
GCH1,GTPCIn
GCLC,GLUCYS
GCNT1,CORE2GTg
GCNT1,CORE6GTg
GCNT2,GCNTg
GCNT3,CORE2GTg
GCNT3,CORE4GTg
GCNT4,CORE2GTg
GCSH,GCC2am
GCSH,GCCam
GDA,GUAD
GGH,GGH_10FTHF5GLUe
GGH,GGH_10FTHF5GLUl
GGH,GGH_10FTHF6GLUe
GGH,GGH_10FTHF6GLUl
GGH,GGH_10FTHF7GLUe
GGH,GGH_10FTHF7GLUl
GGH,GGH_5DHFe
GGH,GGH_5DHFl
GGH,GGH_5THFe
GGH,GGH_5THFl
GGH,GGH_6DHFe
GGH,GGH_6DHFl
GGH,GGH_6THFe
GGH,GGH_6THFl
GGH,GGH_7DHFe
GGH,GGH_7DHFl
GGH,GGH_7THFe
GGH,GGH_7THFl
GGPS1,DMATT
GGPS1,FRTT
GGPS1,GRTT
GLDC,GCC2am
GLDC,GCC2bim
GLDC,GCC2cm
GLDC,GCCam
GLDC,GCCbim
GLDC,GCCcm
GLRX,DASCBR
GLS,GLUNm
GLUL,GLNS
GMDS,GMAND
GMPR,GMPR
GMPS,GMPS2
GNE,AMANK
GNE,UAG2EMAi
GNMT,GNMT
GNPAT,DHAPA
GNPNAT1,ACGAM6PSi
GNS,S6TASE11ly
GNS,S6TASE12ly
GNS,S6TASE13ly
GNS,S6TASE14ly
GNS,S6TASE15ly
GNS,S6TASE16ly
GNS,S6TASE17ly
GNS,S6TASE18ly
GNS,S6TASE19ly
GNS,S6TASE1ly
GNS,S6TASE20ly
GNS,S6TASE21ly
GNS,S6TASE23ly
GNS,S6TASE24ly
GNS,S6TASE26ly
GNS,S6TASE2ly
GNS,S6TASE3ly
GPAA1,H7'TAer
GPAA1,H8TAer
GPAA1,M4ATAer
GPAA1,M4BTAer
GPI,PGI
GPX4,GTHP
GPX4,GTHPm
GRHPR,GLYCLTDy
GRHPR,HPYRRy
GSS,GTHS
GUCY1A2,GUACYC
GUCY1A3,GUACYC
GUCY1B2,GUACYC
GUCY1B3,GUACYC
HADHB,C2M26DCOAHLm
HADHB,ECOAH12m
HADHB,ECOAH1m
HADHB,ECOAH9m
HADHB,HACD1m
HADHB,PRPNCOAHYDm
HADHB,T2M26DCOAHLm
HAO1,GLXO2p
HCST,PI45P3K
HCST,PI4P3K
HCST,PI5P3K
HCST,PIK3
HDC,HISDC
HGD,HGNTOR
HLCS,BACCL
HLCS,BACCLm
HLCS,BTNPL
HLCS,BTNPLm
HMBS,HMBS
HMGCL,HMGLm
HMGCL,HMGLx
HMGCLL1,HMGLm
HMGCS2,HMGCOASim
HMOX1,HOXG
HMOX2,HOXG
HNMT,SAMHISTA
HPD,34HPPOR
HPD,PPOR
HPGDS,PGDI
HPRT1,GUAPRT
HPRT1,HXPRT
HS2ST1,S2T4g
HS3ST1,S3T1g
HS3ST2,S3T2g
HS3ST3A1,S3T3g
HS3ST3B1,S3T3g
HS3ST5,S3T1g
HS3ST5,S3T2g
HS3ST6,S3T3g
HS6ST1,S6T25g
HS6ST3,S6T25g
HSD11B2,HSD11B2r
HSD17B2,HSD17B2r
HSD17B2,HSD17B8r
HSD17B3,HSD17B3r
HSD17B7,HSD17B9r
HSD17B8,HSD17B1
HSD3B1,HSD3B11
HSD3B1,HSD3B13
HSD3B2,HSD3B11r
HSD3B2,HSD3B12r
HSD3B2,HSD3B13r
HSD3B2,HSD3B2r
HSD3B2,HSD3B3r
HSD3B7,HSD3B7
HSD3B7,HSD3B7P
IDH1,ICDHy
IDH1,ICDHyp
IDH2,ICDHyrm
IDH3A,ICDHxm
IDO1,5HTRPDOX
IDO1,MELATN23DOX
IDUA,IDOAASE1ly
IDUA,IDOAASE2ly
IDUA,IDOAASE3ly
IDUA,IDOAASE4ly
IMPA1,MI3PP
IMPA2,MI3PP
IMPDH2,IMPD
INMT,SRTNMTX
INPP1,MI134PP
INPP1,MI14PP
INPP4B,MI34PP
INPP5B,MI1345PP
INPP5B,MI145PP
INPP5B,PI345P5P
INPP5B,PI45P5P
INPP5D,MI1345PP
INPP5D,MI145PP
INPP5D,PI345P5P
INPP5E,MI1345PP
INPP5E,MI145PP
INPP5E,PI345P5P
INPP5E,PI45P5P
INPPL1,MI1345PP
INPPL1,MI145PP
IP6K3,PMI12346PH
IP6K3,PMI12346PHn
IP6K3,PMI1346PH
IP6K3,PMI1346PHn
IPMK,MI1345PKn
IPMK,MI1346PKn
IPMK,MI1456PKn
IPMK,MI145P6Kn
IPMK,MI145PKn
IREB2,ACONT
ITPKA,MI145PK
ITPKB,MI145PK
ITPKC,MI145PK
KMO,KYN3OX
KYNU,HKYNH
KYNU,KYN
KYNU,LFORKYNHYD
LCAT,LCAT1e
LCT,LACZe
LDHAL6A,2HBO
LDHAL6A,GLXO1
LDHAL6A,HPYRR2x
LDHAL6A,LDH_L
LDHAL6A,MCLOR
LGSN,GLNS
LTA4H,LTA4H
MAN1A1,MM5ag
MAN1A1,MM5bg
MAN1A1,MM5cg
MAN1A1,MM6B1ag
MAN1A1,MM6B1bg
MAN1A1,MM6B2g
MAN1A1,MM6bg
MAN1A1,MM7B1g
MAN1A1,MM7B2g
MAN1A1,MM7Cag
MAN1A1,MM7Cbg
MAN1A1,MM8Ag
MAN1A1,MM8Cg
MAN1A2,MM5ag
MAN1A2,MM5bg
MAN1A2,MM5cg
MAN1A2,MM6B1ag
MAN1A2,MM6B1bg
MAN1A2,MM6B2g
MAN1A2,MM6bg
MAN1A2,MM7B1g
MAN1A2,MM7B2g
MAN1A2,MM7Cag
MAN1A2,MM7Cbg
MAN1A2,MM8Ag
MAN1A2,MM8Cg
MAN1B1,MAN1_6B1er
MAN1B1,MAN1_7Ber
MAN1B1,MM8Ber
MAN1C1,MM5ag
MAN1C1,MM5bg
MAN1C1,MM5cg
MAN1C1,MM6B1ag
MAN1C1,MM6B1bg
MAN1C1,MM6B2g
MAN1C1,MM6ag
MAN1C1,MM6bg
MAN1C1,MM7Ag
MAN1C1,MM7B1g
MAN1C1,MM7B2g
MAN1C1,MM7Cag
MAN1C1,MM7Cbg
MAN1C1,MM8Ag
MAN1C1,MM8Cg
MAN2A1,M1316Mg
MAN2A2,M1316Mg
MAN2B1,A_MANASEly
MAN2C1,A_MANASE
MANSC1,CHTNASE
MAOA,3HXKYNOXDA
MAOA,3MOXTYROX
MAOA,41R1H2MAE12BOOX
MAOA,41R2A1H12BOOX
MAOA,42A12BOOX
MAOA,5HOXINOXDA
MAOA,5HXKYNOXDA
MAOA,APRTO2
MAOA,MAOLNOR
MAOA,PEAMNO
MAOA,TRYPTAOX
MAOA,TYROXDAc
MAOB,3HXKYNOXDA
MAOB,3MOXTYROX
MAOB,41R1H2MAE12BOOX
MAOB,41R2A1H12BOOX
MAOB,42A12BOOX
MAOB,5HOXINOXDA
MAOB,5HXKYNOXDA
MAOB,APRTO2
MAOB,MACOXO
MAOB,MAOLNOR
MAOB,PEAMNO
MAOB,TRYPTAOX
MAOB,TYROXDAc
MAT1A,METAT
MAT1A,SELMETAT
MAT2A,METAT
MAT2A,SELMETAT
MCCC1,MCCCrm
MCCC2,MCCCrm
MGAT1,M13N2Tg
MGAT2,M16NTg
MGAT3,M14NTg
MGAT4A,M13N4Tg
MGAT5,M16N6Tg
MGST3,LTC4Sr
MIOX,INOSTO
MOGAT1,MOGAT
MOGAT2,MOGAT
MOXD1,DOPABMO
MPI,MAN6PI
MPO,PRDXl
MPST,MCPST
MTAP,MTAP
MTHFD1,FTHFL
MTHFD1,MTHFC
MTHFD1,MTHFD
MTHFD1L,MTHFCm
MTHFD2,MTHFCm
MTHFD2,MTHFDm
MTHFS,FTHFCL
MTR,METS
NADK,NADK
NADSYN1,NADS2
NAGA,NAGA2ly
NAGA,NAGAly
NAGK,ACGAMK
NAGK,AMANK
NAGLU,GLCNACASE1ly
NAGLU,GLCNACASE2ly
NAGLU,GLCNACASE3ly
NAGLU,GLCNACASE4ly
NAGLU,GLCNACASE5ly
NAGS,ACGSm
NANS,ACNAM9PL
NANS,ACNAM9PL2
ND2,NADH2_u10m
ND3,NADH2_u10m
ND4,NADH2_u10m
ND5,NADH2_u10m
NDST1,GLCNACDASg
NDST2,GLCNACDASg
NDST3,GLCNACDASg
NDST4,GLCNACDASg
NDUFA11,NADH2_u10m
NDUFA12,NADH2_u10m
NDUFA13,NADH2_u10m
NDUFA2,NADH2_u10m
NDUFA3,NADH2_u10m
NDUFA6,NADH2_u10m
NDUFA7,NADH2_u10m
NDUFA9,NADH2_u10m
NDUFAB1,NADH2_u10m
NDUFB1,NADH2_u10m
NDUFB10,NADH2_u10m
NDUFB3,NADH2_u10m
NDUFB8,NADH2_u10m
NDUFB9,NADH2_u10m
NDUFC2,NADH2_u10m
NDUFS1,NADH2_u10m
NDUFS2,NADH2_u10m
NDUFS3,NADH2_u10m
NDUFS4,NADH2_u10m
NDUFS5,NADH2_u10m
NDUFS7,NADH2_u10m
NDUFS8,NADH2_u10m
NDUFV1,NADH2_u10m
NDUFV2,NADH2_u10m
NEU1,GALASE10ly
NEU1,GALASE11ly
NEU1,GALASE12ly
NEU1,GALASE13ly
NEU1,GALASE14ly
NEU1,GALASE15ly
NEU1,GALASE16ly
NEU1,GALASE17ly
NEU1,GALASE18ly
NEU1,GALASE19ly
NEU1,GALASE1ly
NEU1,GALASE20ly
NEU1,GALASE3ly
NEU1,GALASE4ly
NEU1,GALASE5ly
NEU1,GALASE6ly
NEU1,GALASE7ly
NEU1,GALASE8ly
NEU1,GALASE9ly
NEU1,GLB1
NEU1,LACZly
NEU1,S6TASE10ly
NEU1,S6TASE22ly
NEU1,S6TASE25ly
NEU1,S6TASE4ly
NEU1,S6TASE5ly
NEU1,S6TASE6ly
NEU1,S6TASE7ly
NEU1,S6TASE8ly
NEU1,S6TASE9ly
NEU1,SIAASE2ly
NEU1,SIAASE3ly
NEU1,SIAASE4ly
NEU1,SIAASEly
NEU2,SIAASE
NEU4,SIAASE
NME2,NDPK6n
NMNAT1,NMNATn
NMNAT1,NNATn
NMNAT3,NMNATm
NMNAT3,NMNATr
NMNAT3,NNATm
NMNAT3,NNATr
NNMT,NNMT
NOS1,NOS1
NOS1,NOS2
NOS3,NOS1
NOS3,NOS2
NSF,ATPS4m
NT5C3,NTD2
NT5C3,NTD4
NUDT5,ADPGLC
NUDT5,ADPMAN
NUDT5,ADPRDP
OAT,ORNTArm
ODC1,ORNDC
OLAH,FA120ACPH
OLAH,FA140ACPH
OLAH,FA141ACPH
OLAH,FA160ACPH
OLAH,FA161ACPH
OLAH,FA180ACPH
OLAH,FA181ACPH
OLAH,FA182ACPH
OPLAH,OPAHir
OXCT2,OCOAT1m
P4HA1,PROAKGOX1r
P4HA2,PROAKGOX1r
P4HB,PROAKGOX1r
PAFAH1B2,PAFH
PAFAH1B3,PAFH
PAFAH2,PAFH
PAH,PHETHPTOX2
PAICS,AIRCr
PAICS,PRASCS
PANK3,PNTK
PANK4,PNTK
PAPSS1,ADSELK
PAPSS1,ADSK
PAPSS1,SADT
PAPSS1,SELADT
PAPSS2,ADSELK
PAPSS2,ADSK
PAPSS2,SADT
PAPSS2,SELADT
PCK1,PEPCK
PCYT1A,CHLPCTD
PCYT1A,CPCTDTX
PCYT1B,CHLPCTD
PCYT1B,CPCTDTX
PCYT2,EPCTX
PCYT2,PETHCT
PDE10A,PDE1
PDE10A,PDE1g
PDE10A,PDE4
PDE10A,PDE4g
PDE11A,PDE1
PDE11A,PDE4
PDE1B,PDE1
PDE1B,PDE4
PDE1C,PDE1
PDE1C,PDE4
PDE2A,PDE1
PDE2A,PDE4
PDE3A,PDE1
PDE3A,PDE4
PDE4A,PDE1
PDE4B,PDE1
PDE4C,PDE1
PDE4D,PDE1
PDE6A,PDE4
PDE6B,PDE4
PDE6C,PDE4
PDE6D,PDE4
PDE6G,PDE4
PDE6H,PDE4
PDE7B,PDE1
PDE8B,PDE1
PDXK,PYDAMK
PDXK,PYDXK
PDXK,PYDXNK
PFAS,PRFGS
PFKFB1,FBP26
PFKFB1,PFK26
PFKFB2,FBP26
PFKFB2,PFK26
PFKFB3,FBP26
PFKFB3,PFK26
PFKFB4,FBP26
PFKFB4,PFK26
PGAM1,DPGM
PGAM1,PGM
PGAP1,GPIDA2er
PGAP1,GPIDAer
PGLS,PGL
PGM3,ACGAMPM
PHOSPHO1,CHLP
PHOSPHO1,ETHP
PHYH,PHYHx
PI4K2A,PI3P4K
PI4K2A,PI5P4K
PI4K2A,PIK4
PI4KA,PI3P4K
PI4KA,PI5P4K
PI4KA,PIK4
PI4KB,PI3P4K
PI4KB,PI5P4K
PI4KB,PIK4
PIGB,BMTer_L
PIGB,BMTer_U
PIGB,H3MTer_L
PIGB,H3MTer_U
PIGG,H6'ET2er
PIGG,H7ET2er
PIGG,M4BET2er
PIGH,PIACGT
PIGK,H7'TAer
PIGK,H8TAer
PIGK,M4ATAer
PIGK,M4BTAer
PIGL,ACGPID
PIGM,GPIMTer_L
PIGM,GPIMTer_U
PIGS,H7'TAer
PIGS,H8TAer
PIGS,M4ATAer
PIGS,M4BTAer
PIGT,H7'TAer
PIGT,H8TAer
PIGT,M4BTAer
PIGU,H7'TAer
PIGU,H8TAer
PIGU,M4ATAer
PIGU,M4BTAer
PIGV,H2MTer_L
PIGV,H2MTer_U
PIGV,H5MTer_L
PIGV,H5MTer_U
PIGW,GPIAT
PIGZ,H6MTer_L
PIGZ,H6MTer_U
PIGZ,H7MTer_L
PIGZ,H7MTer_U
PIGZ,H8MTer_L
PIGZ,H8MTer_U
PIK3C2B,PI4P3K
PIK3C2B,PI4P3Ker
PIK3C2B,PI5P3K
PIK3C2B,PI5P3Ker
PIK3C2B,PIK3
PIK3C2B,PIK3er
PIK3C2G,PI4P3K
PIK3C2G,PI5P3K
PIK3C2G,PIK3
PIK3C3,PI5P3K
PIK3C3,PIK3
PIK3CA,PI45P3K
PIK3CA,PI4P3K
PIK3CA,PI5P3K
PIK3CA,PIK3
PIK3CB,PI45P3K
PIK3CB,PI4P3K
PIK3CB,PI5P3K
PIK3CB,PIK3
PIK3CD,PI45P3K
PIK3CD,PI4P3K
PIK3CD,PI5P3K
PIK3CD,PIK3
PIK3CG,PI45P3K
PIK3CG,PI4P3K
PIK3CG,PI5P3K
PIK3CG,PIK3
PIK3R2,PI45P3K
PIK3R2,PI4P3K
PIK3R2,PI5P3K
PIK3R2,PIK3
PIK3R3,PI45P3K
PIK3R3,PI4P3K
PIK3R3,PI5P3K
PIK3R3,PIK3
PIK3R5,PI45P3K
PIK3R5,PI4P3K
PIK3R5,PI5P3K
PIK3R5,PIK3
PIP4K2A,PI4P5K
PIP4K2C,PI4P5K
PIP5K1A,PI34P5K
PIP5K1A,PI3P4K
PIP5K1A,PI3P5K
PIP5K1A,PI4P5K
PIP5K1A,PIK5
PIP5K1B,PI34P5K
PIP5K1B,PI3P4K
PIP5K1B,PI3P5K
PIP5K1B,PI4P5K
PIP5K1B,PIK5
PIP5K1C,PI34P5K
PIP5K1C,PI3P4K
PIP5K1C,PI3P5K
PIP5K1C,PI4P5K
PIP5K1C,PIK5
PLA2G2A,PLA2_2
PLA2G4A,LPASE
PLA2G7,PAFHe
PLCB2,PI45PLC
PLCB2,PI4PLC
PLCB2,PIPLC
PLCB3,PI45PLC
PLCB3,PI4PLC
PLCB3,PIPLC
PLCD1,PI45PLC
PLCD1,PI4PLC
PLCD1,PIPLC
PLCD3,PI45PLC
PLCD3,PI4PLC
PLCD3,PIPLC
PLCD4,PI45PLC
PLCD4,PI4PLC
PLCD4,PIPLC
PLCE1,PI45PLC
PLCE1,PI4PLC
PLCE1,PIPLC
PLCG2,PI45PLC
PLCG2,PI4PLC
PLCG2,PIPLC
PLCH1,PI45PLC
PLCH1,PI4PLC
PLCH1,PIPLC
PLCH2,PI45PLC
PLCH2,PI4PLC
PLCH2,PIPLC
PLCL1,PI45PLC
PLCL1,PI4PLC
PLCL1,PIPLC
PLCXD2,PI45PLC
PLCXD2,PI4PLC
PLCXD2,PIPLC
PLCZ1,PI45PLC
PLCZ1,PI4PLC
PLCZ1,PIPLC
PLD1,PCHOLPg_hs
PLD1,PCHOLPm_hs
PLD1,PCHOLPr_hs
PLD2,PCHOLP_hs
PLOD1,PCLYSOX
PLOD3,PCLYSOX
PMM1,PMANM
PMM2,PMANM
PNLIPRP2,LPSe
PNMT,NORANMT
PNPLA4,RETH
PNPO,PDX5PO
PNPO,PYAM5POr
PPAT,GLUPRT
PPCDC,PPCDC
PPCS,PPNCL3
PRODH,PRO1xm
PRODH,PROD2m
PROSC,ALAR
PTDSS1,PSSA1_hs
PTDSS2,PSSA2_hs
PTEN,PI345P3P
PTEN,PI345P3Pn
PTGDS,PGDI
PTGDS,PGDIr
PTGIS,PGISr
PTS,PTHPSn
QPRT,NNDPR
RBKS,RBK
RDH10,RDH1a
RDH14,RDH1a
RDH14,RDH2a
RDH14,RDH3a
RFK,RBFK
RHAG,NH4t3r
RHBG,NH4t3r
RPN1,DOLASNT_Ler
RPN1,DOLASNT_Uer
RPN2,DOLASNT_Ler
RPN2,DOLASNT_Uer
RRM1,RNDR1
RRM1,RNDR3
RRM2,RNDR1
RRM2,RNDR2
RRM2,RNDR3
RRM2,RNDR4
RWDD2A,ACYP
SARDH,SARDHm
SAT1,PTRCAT1
SAT2,PTRCAT1
SCD,DESAT16_2
SCD,DESAT18_3
SCD,DESAT18_4
SCD,DESAT18_5
SCLY,SELCYSLY
SCLY,SELCYSLY2
SDS,THRD_L
SEC11A,PLYSPSer
SEC11C,PLYSPSer
SEPHS1,SELNPS
SEPHS2,SELNPS
SETD7,LYSMTF3n
SETD8,LYSMTF1n
SETD8,LYSMTF2n
SETD8,LYSMTF3n
SETDB1,LYSMTF1n
SETDB1,LYSMTF2n
SETDB1,LYSMTF3n
SETDB2,LYSMTF1n
SETDB2,LYSMTF2n
SETDB2,LYSMTF3n
SGPL1,SGPL11r
SGPL1,SGPL12r
SGPP1,SBPP1er
SGPP1,SBPP3er
SGSH,HS1ly
SGSH,HS2ly
SGSH,HS3ly
SGSH,HS4ly
SHMT2,GHMT2rm
SI,O16G1e
SI,O16G2e
SI,SUCRe
SLC13A1,SELt4_3
SLC13A1,TSULt4_3
SLC15A2,CGLYt3(2)
SLC16A1,2HBt2
SLC16A1,ACACt2
SLC16A1,ACACt2m
SLC16A1,ACETONEt2
SLC16A1,ACETONEt2m
SLC16A1,BTNt2
SLC16A1,BTNt2m
SLC16A1,BUTt2m
SLC16A1,BUTt2r
SLC16A1,D_LACt2
SLC16A1,D_LACtm
SLC16A1,L_LACt2r
SLC16A1,L_LACtm
SLC16A1,PYRt2m
SLC16A1,PYRt2p
SLC16A1,PYRt2r
SLC16A10,34DHPHEt
SLC16A10,PHEtec
SLC16A10,TRPt
SLC16A10,TYRt
SLC16A3,2HBt2
SLC16A3,ACETONEt2
SLC16A3,D_LACt2
SLC16A3,L_LACt2r
SLC16A3,PYRt2r
SLC16A7,2HBt2
SLC16A7,ACACt2
SLC16A7,ACETONEt2
SLC16A7,D_LACt2
SLC16A7,L_LACt2r
SLC16A7,PYRt2p
SLC16A7,PYRt2r
SLC16A8,D_LACt2
SLC16A8,L_LACt2r
SLC17A1,PIt7ir
SLC17A3,PIt7ir
SLC17A4,PIt7ir
SLC17A5,ACNAMlt
SLC17A5,GLCURtly
SLC17A5,IDOURtly
SLC17A6,GLUVESSEC
SLC17A7,GLUVESSEC
SLC18A1,5HTRPVESSEC
SLC18A1,ADRNLPVESSEC
SLC18A1,DOPAVESSEC
SLC18A1,HISTAVESSEC
SLC18A1,NRPPHRVESSEC
SLC18A2,5HTRPVESSEC
SLC18A2,ADRNLPVESSEC
SLC18A2,DOPAVESSEC
SLC18A2,HISTAVESSEC
SLC18A2,NRPPHRVESSEC
SLC18A3,ACHVESSEC
SLC19A2,THMt3
SLC19A3,BTNt4i
SLC19A3,THMt3
SLC1A1,ASPDt6
SLC1A1,ASPt6
SLC1A1,GLUt6
SLC1A2,ASPDt6
SLC1A2,ASPt6
SLC1A2,GLUt6
SLC1A3,ASPDt6
SLC1A3,ASPt6
SLC1A3,GLUt6
SLC1A6,ASPDt6
SLC1A6,ASPt6
SLC1A6,GLUt6
SLC1A7,ASPDt6
SLC1A7,ASPt6
SLC1A7,GLUt6
SLC22A1,PROSTGF2t
SLC22A4,CRNtHa
SLC22A5,CRNt
SLC25A1,CITtam
SLC25A1,CITtbm
SLC25A10,FUMtm
SLC25A10,SUCCt2m
SLC25A11,AKGMALtm
SLC25A12,3SALAASPm
SLC25A12,ASPGLUm
SLC25A12,GLUt2m
SLC25A13,3SALAASPm
SLC25A13,ASPGLUm
SLC25A13,GLUt2m
SLC25A15,ARGtm
SLC25A15,LYStm
SLC25A15,ORNt3m
SLC25A15,ORNt4m
SLC25A16,COAtm
SLC25A18,GLUt2m
SLC25A2,ARGtm
SLC25A2,LYStm
SLC25A2,ORNt3m
SLC25A2,ORNt4m
SLC25A22,GLUt2m
SLC25A27,Htm
SLC25A4,ATPtm
SLC26A4,CLFORtex
SLC27A2,FACOAL191
SLC27A2,FACOAL206
SLC27A2,VLCS2p
SLC27A2,VLCS2r
SLC27A2,VLCSp
SLC27A2,VLCSr
SLC29A1,ADNt
SLC29A1,ADNtm
SLC29A1,CYTDt
SLC29A1,CYTDtm
SLC29A1,GSNt
SLC29A1,GSNtm
SLC29A1,INSt
SLC29A1,INStm
SLC29A1,THYMDtm
SLC29A1,URIt
SLC29A1,Uritm
SLC29A2,ADEt
SLC29A2,ADNt
SLC29A2,CSNt
SLC29A2,CYTDt
SLC29A2,GSNt
SLC29A2,GUAt
SLC29A2,HYXNt
SLC29A2,INSt
SLC29A2,THYMDt1
SLC29A2,THYMt
SLC29A2,URAt
SLC29A2,URIt
SLC29A3,ADEtl
SLC29A3,ADNtl
SLC29A3,CYTDtl
SLC29A3,GSNtl
SLC29A3,HXANtl
SLC29A3,INStl
SLC29A3,THYMDtl
SLC29A3,Uritl
SLC2A1,DHAAt1r
SLC2A1,GALt1r
SLC2A1,GAMt1r
SLC2A1,GLCt1r
SLC2A1,GLCtg
SLC2A1,MANt1r
SLC2A10,GLCt1r
SLC2A11,FRUt1r
SLC2A11,GLCt1r
SLC2A13,INSTt2r
SLC2A14,GLCt1r
SLC2A2,GAMt1r
SLC2A2,GLCt1r
SLC2A3,DHAAt1r
SLC2A3,GALt1r
SLC2A3,GLCt1r
