genes,reaction,Phase
DOT1L,LYSMTF1n,S
DOT1L,LYSMTF2n,S
DOT1L,LYSMTF3n,S
GFPT1,GF6PTA,S
ISYNA1,MI1PS,S
NT5C2,NTD10,S
PDHA1,PDHm,S
PIK3C2A,PI4P3K,S
PIK3C2A,PI5P3K,S
PIK3C2A,PIK3,S
PLA2G4A,LPASE,S
SLC43A1,LEUtec,S
SLC43A1,METtec,S
SOD1,SPODM,S
SOD1,SPODMn,S
SOD1,SPODMx,S
GFPT1,GF6PTA,G2
NADK,NADK,G2
NT5C2,NTD10,G2
NT5C2,NTD11,G2
NT5C2,NTD8,G2
NT5C2,NTD9,G2
PI4KB,PI3P4K,G2
PI4KB,PI5P4K,G2
PI4KB,PIK4,G2
PLA2G4A,LPASE,G2
SLC38A1,ASNt4,G2
SLC38A1,PHEt4,G2
SLC7A6,ARGLYSex,G2
TALDO1,TALA,G2
